L1,L2,L3,L4
0.456775105,0.219481321,0.287303621,0.387295294
0.462646844,0.223817003,0.308418721,0.425408975
0.519459001,0.241362181,0.32497918,0.495534138
0.574483295,0.300836149,0.334194608,0.587367257
0.566815604,0.339216985,0.402446987,0.723566402
0.604531429,0.35084261,0.395317281,0.78378859
0.631474755,0.359763312,0.426459173,0.56402681
0.646895472,0.357406054,0.421458088,0.542748316
0.65345842,0.349879738,0.383274772,0.536595582
0.649202861,0.346802739,0.381986481,0.721076446
0.640890295,0.360248471,0.386641405,0.701701335
0.631921766,0.366083349,0.354869128,0.510437028
0.636384434,0.375127616,0.672953651,0.551462596
0.634677213,0.349389889,0.428169491,0.65962823
0.632869163,0.342879815,0.051632262,0.528569995
0.696694529,0.355435352,0.052261337,0.528842914
0.829789237,0.424615268,0.408784917,0.618133032
0.818673698,0.42502844,0.054948409,0.853256481
0.76560216,0.389977111,0.361205334,0.785642007
0.687021139,0.341844679,0.354009968,0.668991927
0.604052458,0.273532065,0.238530028,0.558951416
0.532405883,0.249048333,0.244247366,0.37094553
0.492881105,0.22887808,0.244051699,0.352526849
0.47487554,0.225114991,0.257698726,0.435700919
0.46485409,0.225017352,0.290225811,0.387608543
0.469852681,0.230875261,0.328854122,0.427466959
0.532789659,0.245501345,0.331948048,0.496265511
0.597492543,0.262816493,0.31550139,0.668747677
0.589635365,0.297934155,0.402987229,0.549580025
0.633928908,0.315077608,0.447960436,0.741250795
0.662924519,0.314652301,0.759393629,0.549705957
0.676049043,0.316732364,0.40739793,0.768525965
0.670792783,0.306090848,0.394694068,0.552630072
0.652223778,0.317590288,0.767515814,0.521650579
0.649782914,0.334327602,0.784084342,0.505496069
0.640755845,0.346850593,0.383928608,0.514679899
0.647197958,0.360662746,0.346309811,0.544078166
0.643071215,0.349619368,0.427753533,0.672679324
0.636329073,0.340339554,0.293382017,0.671569752
0.704781351,0.35201979,0.050131129,0.708276242
0.839069316,0.417583213,0.407835821,0.616165508
0.830422304,0.420522717,0.052338377,0.858335114
0.773454498,0.384944443,0.052361688,0.557113468
0.694215565,0.329827396,0.122619785,0.49437063
0.604525687,0.261003971,0.192175145,0.422168938
0.533370109,0.234493961,0.245660286,0.492455179
0.488944572,0.223080438,0.266330047,0.457722692
0.470752625,0.216948231,0.273563967,0.516286474
0.457331142,0.216644971,0.273179735,0.427363217
0.464612926,0.222485917,0.294492848,0.512010724
0.523857749,0.241812312,0.296018465,0.518650338
0.597324977,0.292715174,0.300465651,0.660331015
0.59807339,0.327520889,0.404837488,0.680687904
0.638600457,0.340895598,0.835364374,0.694770095
0.660294096,0.331226332,0.857117791,0.69596049
0.66534859,0.337408462,0.835662462,0.566220201
0.673148384,0.33168129,0.415403969,0.702880959
0.668290057,0.343411449,0.416014492,0.64943614
0.661697821,0.356828358,0.776195276,0.435282147
0.652906861,0.365405394,0.754256881,0.394883887
0.6522652,0.36448417,0.70375352,0.637781951
0.648160378,0.350912805,0.437436164,0.367930064
0.642145305,0.342977867,0.290232157,0.648575839
0.70292072,0.359783584,0.324065189,0.709768386
0.840922038,0.418425692,0.403742313,0.825084242
0.825441625,0.421600053,0.400732599,0.55167429
0.769668521,0.388139904,0.055205805,0.75992806
0.69322039,0.343149562,0.129355258,0.562161246
0.609012118,0.276408683,0.230507368,0.555162951
0.53837845,0.24652269,0.258231933,0.525127658
0.496437691,0.23185413,0.268661923,0.528421226
0.478262176,0.226721616,0.285832559,0.425839409
0.467950014,0.224381735,0.311215317,0.519144183
0.468234912,0.228762789,0.32260937,0.530649602
0.522469408,0.243153327,0.309629766,0.559261831
0.572539856,0.301089899,0.313326213,0.585926215
0.568912741,0.335698544,0.390288057,0.674418147
0.610259653,0.336478688,0.447626966,0.509647184
0.636665288,0.344186353,0.460966801,0.721703996
0.641187291,0.353873684,0.437660523,0.740731359
0.652172966,0.334980182,0.41579165,0.754131497
0.647801664,0.341178309,0.766384223,0.513359362
0.645757902,0.342765627,0.410006169,0.655903823
0.638464273,0.353977253,0.388695953,0.703702468
0.632438475,0.352433376,0.346079382,0.72507207
0.622088358,0.329240874,0.180702535,0.719403544
0.61525651,0.325142531,0.049560471,0.726840777
0.671161573,0.347886281,0.313244691,0.766913478
0.806120524,0.394478973,0.052328652,0.480586786
0.793866873,0.393987745,0.390671323,0.488048395
0.751370221,0.373139124,0.360794893,0.491196515
0.678413996,0.338296588,0.339377911,0.515034127
0.608286637,0.276227886,0.246824431,0.60291349
0.538841315,0.243652691,0.277520914,0.510842438
0.493630096,0.226319064,0.275862599,0.510649127
0.464816352,0.217563989,0.288163263,0.511128476
0.457658654,0.214524915,0.325234507,0.424805315
0.452812317,0.215167979,0.339408879,0.496117147
0.463474236,0.216791292,0.325557079,0.445420787
0.447617306,0.223713296,0.345974962,0.539411745
0.462054729,0.255156958,0.366450986,0.511503597
0.521137584,0.287459371,0.394574681,0.540161744
0.569146431,0.311711831,0.390422134,0.640871762
0.591630085,0.321646983,0.370562357,0.597536266
0.61733133,0.327656452,0.334020872,0.58933883
0.633226829,0.320224878,0.300614143,0.538153728
0.620514936,0.314047299,0.246284672,0.725694762
0.605994669,0.315314534,0.165326361,0.468765688
0.590123293,0.310031839,0.1446546,0.682050634
0.584042602,0.30784076,0.352395173,0.438201809
0.582191577,0.30773264,0.282728357,0.705259885
0.636372914,0.327642937,0.076505883,0.734938845
0.774601097,0.392890965,0.380695363,0.823013868
0.777876684,0.401125024,0.077571124,0.47966931
0.74205504,0.375796745,0.354210119,0.475492847
0.686821433,0.352369662,0.098566217,0.698434006
0.617681557,0.292921346,0.201520927,0.491210444
0.554078396,0.252243794,0.227113353,0.493286406
0.505119444,0.233578942,0.221659619,0.487225185
0.474790385,0.220916113,0.228469511,0.492217813
0.457508892,0.217633632,0.252844341,0.436486876
0.453230617,0.214056029,0.266503093,0.433602281
0.444651787,0.218570716,0.262176742,0.43278312
0.429185856,0.219886356,0.268931872,0.543979041
0.413597969,0.248902151,0.291141043,0.556447611
0.463505691,0.280373807,0.299199706,0.558416512
0.513612686,0.30642624,0.316773748,0.599092712
0.5489048,0.317004869,0.297663606,0.655910626
0.56437409,0.326393217,0.282208737,0.640551872
0.589184852,0.327723889,0.4587839,0.565427117
0.596855612,0.328413152,0.428483787,0.719792352
0.579085759,0.334976458,0.403824387,0.686944865
0.569010681,0.328349438,0.37471849,0.434553204
0.56424856,0.329800918,0.299577593,0.68834582
0.57217912,0.342061608,0.278563258,0.675694628
0.628832089,0.371698953,0.072910338,0.728387909
0.78650062,0.426808002,0.075421812,0.873959984
0.794816401,0.424731938,0.075299735,0.894313471
0.748447497,0.397333939,0.356727525,0.817118098
0.670209625,0.349664877,0.335754916,0.695423642
0.580876438,0.274258701,0.208242054,0.56165331
0.510751462,0.239177446,0.244598976,0.555493044
0.469780996,0.221250401,0.240633683,0.563093947
0.452110165,0.21709924,0.259172891,0.555221179
0.445935074,0.210286734,0.275493679,0.549832698
0.445979458,0.217268728,0.295504431,0.555575406
0.50750166,0.235132474,0.316414622,0.576578957
0.594175317,0.301491348,0.309568313,0.604726819
0.585674094,0.341948386,0.412986571,0.568412619
0.639284949,0.371269922,0.427528691,0.524657218
0.67360659,0.37090226,0.434779508,0.52893969
0.67560474,0.375610983,0.466632687,0.825122386
0.674111057,0.369191652,0.436766948,0.587287892
0.657828856,0.385326586,0.45543313,0.805262744
0.645777837,0.3852426,0.416065185,0.488409992
0.641598947,0.391305025,0.771975208,0.784161525
0.644950047,0.395226984,0.721704346,0.579933831
0.643896802,0.372703336,0.167462776,0.736163901
0.63626396,0.357702004,0.066268319,0.544060268
0.697813645,0.371316535,0.336006795,0.54526767
0.838045106,0.422762753,0.06913085,0.874521289
0.823282482,0.423380994,0.395546606,0.892525085
0.766698127,0.388316702,0.359660061,0.825664741
0.68268187,0.336188116,0.134748575,0.502452258
0.584901522,0.257806855,0.196420249,0.592910176
0.519024088,0.224571772,0.256387675,0.509223148
0.477300911,0.20874989,0.258973981,0.469563712
0.462439661,0.205803076,0.259180064,0.375291575
0.45258762,0.201216402,0.276603337,0.443015217
0.457455155,0.203615583,0.293457056,0.453426047
0.516210968,0.223234756,0.278681404,0.556976523
0.575361138,0.288295919,0.269574534,0.69362238
0.580482622,0.332502393,0.289495902,0.724463632
0.621263132,0.368039984,0.294946809,0.763683888
0.644912959,0.368825369,0.749163101,0.789140709
0.653921971,0.372682374,0.322697514,0.549937978
0.653246074,0.342565385,0.33736378,0.793596651
0.651266486,0.354949227,0.324069258,0.521259261
0.642860241,0.36253443,0.318128802,0.763766574
0.63764674,0.371098089,0.361408106,0.518616162
0.644891869,0.353878373,0.37982303,0.73257401
0.655201105,0.362582836,0.452659846,0.5730379
0.654326946,0.348468251,0.242173438,0.725690956
0.720033997,0.356309549,0.398902687,0.567788632
0.846410687,0.4136978,0.16292386,0.879612232
0.828203248,0.422995817,0.1522173,0.661864623
0.772342424,0.393301102,0.152600152,0.844968261
0.689861525,0.333419066,0.387599123,0.515984482
0.596312034,0.264853115,0.178855656,0.437823286
0.523748398,0.224954053,0.188123433,0.511469665
0.48196567,0.213610449,0.191172528,0.367605315
0.465614276,0.203133458,0.187429181,0.379166776
0.453653866,0.202439782,0.174073966,0.398324037
0.466758816,0.201213919,0.160508599,0.456284808
0.507667962,0.226003669,0.164708114,0.51733142
0.563385849,0.289516403,0.150558295,0.703160518
0.580295158,0.34052504,0.288348448,0.574826367
0.613610645,0.348533206,0.386118199,0.783400835
0.625268823,0.410202803,0.408262745,0.555380071
0.641791142,0.419874965,0.39549012,0.551074032
0.649828886,0.406070259,0.375218523,0.551531676
0.654325537,0.399331947,0.329268356,0.75306096
0.651132252,0.404208918,0.323743996,0.722765787
0.651607756,0.330229259,0.701985957,0.718680189
0.658362069,0.355623872,0.675636723,0.554615251
0.654566413,0.319561679,0.478030534,0.566685377
0.645889319,0.318634526,0.380013249,0.554106505
0.699409204,0.330161684,0.157338875,0.55610618
0.842569492,0.400877204,0.461308478,0.641554625
0.834062383,0.411731097,0.121018715,0.648060047
0.780328093,0.385430982,0.113611128,0.593085913
0.688678272,0.333473402,0.355327226,0.510410951
0.592499983,0.259902088,0.185789764,0.432105845
0.525032877,0.22755913,0.232142647,0.380240714
0.482223628,0.208718584,0.231416944,0.361316122
0.461160672,0.201814646,0.238368845,0.366228412
0.45633203,0.201991995,0.259325108,0.453993102
0.461981094,0.202667054,0.266250042,0.428979916
0.520909529,0.233021106,0.277368146,0.550071279
0.583817147,0.288012243,0.28710009,0.598235084
0.593832276,0.339790957,0.549407392,0.571415371
0.633876616,0.358337621,0.441631403,0.773224861
0.647180118,0.360083396,0.451701301,0.549002199
0.654502673,0.358929245,0.447666693,0.556482435
0.654194879,0.330564375,0.437637487,0.76861432
0.653234879,0.321308833,0.435934825,0.511503678
0.64871739,0.323306013,0.41737527,0.697177528
0.64147497,0.285316973,0.432981874,0.697118976
0.64578719,0.359464741,0.65364522,0.693308483
0.644628819,0.321333105,0.333608156,0.690505116
0.645967901,0.344358186,0.437527273,0.694849217
0.720461146,0.364733921,0.473252153,0.71387828
0.861855745,0.399879303,0.532577054,0.835371975
0.851338062,0.400284752,0.518378405,0.639963275
0.793343446,0.370293397,0.467619855,0.801687997
0.710033963,0.32124705,0.151274342,0.699280945
0.613677563,0.254366195,0.220891913,0.577910994
0.546555447,0.222451716,0.26072113,0.498283488
0.504755313,0.207961333,0.25817324,0.365370136
0.48223717,0.19901829,0.250861315,0.450173781
0.472298745,0.202625819,0.272516726,0.392371174
0.473867147,0.20556422,0.299509796,0.441299798
0.52743853,0.226077725,0.302491369,0.510757323
0.570566371,0.280987635,0.306301756,0.66414329
0.585724653,0.333167246,0.433816618,0.57036176
0.622481488,0.362871063,0.708113322,0.751770306
0.64262359,0.372828004,0.431495363,0.556892137
0.655185143,0.379971489,0.41215762,0.546621653
0.664120015,0.353534845,0.384074548,0.536723619
0.660853058,0.36133546,0.405929904,0.514965047
0.659715488,0.369106839,0.392874432,0.508010321
0.657223271,0.36636868,0.359484325,0.737305219
0.647020388,0.357645186,0.693092205,0.71874441
0.641563917,0.316286094,0.30321583,0.719476835
0.634741061,0.314957904,0.250540673,0.724789434
0.680213668,0.320639015,0.516637808,0.736662929
0.81235596,0.379830409,0.567232002,0.845652663
0.798924726,0.392757332,0.544316164,0.848805479
0.75105134,0.371675095,0.509829227,0.79485572
0.687002469,0.330828744,0.456375329,0.720512144
0.611363204,0.269850755,0.266790422,0.626909671
0.549510384,0.232066922,0.282161355,0.538913689
0.501071176,0.212484156,0.272222017,0.489507011
0.470413485,0.20237,0.273254912,0.369604828
0.458188761,0.198130715,0.317102459,0.442923461
0.451555501,0.197404769,0.332620919,0.42079568
0.460274414,0.207491067,0.317272608,0.477705188
0.443545058,0.217412152,0.340965532,0.479134001
0.461606418,0.239049192,0.548169036,0.551710005
0.520807545,0.31238096,0.623631126,0.636782357
0.574773754,0.297275094,0.412839595,0.687386799
0.599381126,0.307659825,0.678337105,0.538992163
0.613435712,0.315506501,0.354807262,0.708217771
0.629643845,0.319666214,0.290183533,0.70784921
0.620329711,0.312638709,0.244101219,0.684465436
0.602959596,0.306159664,0.229895259,0.673104737
0.589175101,0.303175202,0.210358813,0.651652287
0.578391155,0.293628813,0.202509405,0.650046279
0.579037836,0.307873858,0.175939466,0.667190827
0.624011682,0.31931579,0.173720149,0.555477495
0.770493855,0.387969312,0.135887615,0.610495119
0.774489759,0.395434398,0.474188421,0.811685967
0.736387667,0.379061987,0.444773815,0.566072403
0.677468585,0.343340565,0.119748908,0.687866957
0.602928322,0.279347911,0.257945156,0.589005659
0.539590775,0.241885817,0.287417145,0.439291782
0.492064438,0.221430923,0.299472138,0.461853318
0.461895614,0.211000269,0.297504699,0.37532648
0.447141693,0.205132155,0.29805039,0.442238007
0.440531473,0.203386105,0.335571042,0.443952048
0.44211367,0.207353849,0.306396589,0.444911717
0.395520611,0.212918566,0.296592364,0.446713223
0.410066555,0.241367284,0.297666986,0.471079179
0.461944223,0.27730729,0.277752378,0.500039804
0.516369505,0.309329199,0.253245746,0.62759059
0.548884613,0.328135957,0.24263871,0.690180691
0.573595376,0.346000254,0.227238327,0.53078841
0.597560075,0.346681518,0.187470149,0.728506552
0.601640195,0.341315803,0.160591225,0.518812631
0.584127613,0.336565018,0.153584285,0.695293985
0.574000604,0.345479101,0.147048963,0.559041633
0.574457402,0.351629236,0.130275594,0.578496028
0.576090699,0.36766391,0.113361733,0.579773805
0.625022169,0.385085937,0.359652957,0.588183745
0.785467743,0.427653652,0.113349111,0.647138927
0.788585587,0.431270008,0.444265092,0.646388522
0.741467115,0.39838521,0.104725653,0.57946995
0.656732058,0.343708089,0.352440625,0.500321064
0.571683934,0.278959977,0.243847065,0.582487522
0.505597151,0.24153691,0.281814367,0.5107127
0.46698261,0.225653107,0.290533762,0.368180873
0.443638772,0.214481474,0.282940716,0.363649049
0.439965902,0.215930747,0.266336185,0.395352303
0.442065964,0.219534139,0.30137371,0.428863298
0.496514287,0.241593728,0.312768729,0.535943574
0.538259926,0.289133019,0.266260318,0.587046395
0.552519781,0.344979874,0.535419929,0.556977009
0.589686646,0.358357894,0.317562627,0.55914092
0.616025544,0.370462059,0.248426466,0.55750924
0.645052717,0.363269617,0.382599763,0.789732222
0.65709478,0.343500951,0.442283721,0.563660354
0.662485056,0.353411831,0.43351446,0.534523668
0.658166985,0.351986417,0.463983411,0.766260903
0.659102573,0.356555025,0.464112178,0.537040188
0.662732215,0.350585274,0.750794931,0.57156908
0.659100839,0.327757814,0.408659116,0.581700027
0.651262946,0.320142133,0.377026572,0.71339966
0.698355128,0.332284775,0.348947707,0.750260265
0.837706327,0.401979225,0.573758979,0.851563819
0.826705159,0.413341998,0.527342161,0.871596526
0.762646826,0.384803501,0.490279677,0.579154353
0.679577676,0.327792843,0.423830588,0.697326216
0.583589777,0.256608575,0.229165763,0.574888077
0.51345552,0.222565904,0.234981866,0.498413145
0.471254673,0.211127006,0.223166544,0.462120324
0.448581748,0.198555609,0.199403616,0.361140385
0.443666435,0.198790604,0.194026093,0.43622319
0.445825868,0.19865973,0.22292915,0.427289845
0.508429303,0.227710277,0.24128807,0.542269696
0.55650904,0.281375983,0.246165354,0.585988654
0.569327142,0.338909726,0.39644563,0.570343538
0.602939697,0.356144198,0.420410227,0.570116457
0.624810112,0.347451044,0.441507809,0.755624936
0.641889081,0.347078831,0.72947768,0.546286295
0.660199371,0.31574453,0.425874514,0.769679026
0.673883579,0.326642968,0.431686272,0.740738323
0.672199434,0.328232217,0.464020862,0.717848961
0.675003309,0.341183687,0.448256869,0.510940349
0.681625085,0.333658612,0.764264706,0.694413843
0.684906271,0.315755149,0.655853571,0.689538077
0.674047678,0.317575808,0.337818568,0.702802809
0.717783848,0.326481478,0.270200368,0.741970182
0.848289844,0.399140807,0.612818353,0.636949509
0.822421865,0.405475049,0.580882409,0.860202136
0.756088175,0.379256575,0.540256175,0.577719546
0.666798613,0.325753187,0.183094278,0.485382054
0.579915246,0.259666955,0.242605811,0.417002193
0.511059654,0.222577626,0.220718868,0.376980674
0.474762722,0.213617896,0.203485813,0.35503195
0.451208126,0.202951833,0.23587151,0.357243076
0.448264348,0.204892195,0.397047601,0.384683455
0.451798435,0.205483544,0.315667745,0.424332769
0.507645752,0.231994934,0.309012484,0.536143525
0.557849964,0.28221198,0.322833385,0.576600742
0.574416485,0.327399806,0.375557993,0.676527394
0.611990493,0.348728621,0.339708415,0.723637993
0.626101199,0.357423982,0.472876129,0.547248394
0.654879083,0.353170769,0.493435262,0.539925512
0.657836367,0.329344167,0.483219079,0.759097885
0.659220013,0.337467073,0.467964705,0.723684802
0.65535567,0.33309843,0.468262104,0.50005592
0.654115972,0.335651931,0.473497825,0.712154682
0.663402587,0.339345101,0.765518511,0.549827596
0.661719381,0.318414701,0.66587519,0.579693225
0.643945952,0.317787082,0.348041579,0.5943547
0.681378251,0.327690101,0.535887063,0.594645435
0.833675393,0.397148591,0.576474812,0.85028588
0.822987977,0.410894962,0.541160303,0.647312072
0.760806346,0.377141484,0.189812508,0.577681726
0.674360383,0.3246753,0.454019383,0.48520494
0.576295209,0.255008155,0.180107669,0.563434245
0.509057422,0.225098718,0.21727554,0.493486115
0.469287796,0.215355672,0.392359295,0.358971452
0.452417562,0.205321227,0.227451582,0.433864186
0.443964262,0.20346223,0.375561925,0.38558927
0.443965128,0.20402641,0.305239617,0.4256512
0.50499265,0.229382133,0.413479775,0.496831756
0.568171587,0.278718087,0.318326125,0.575825232
0.579028808,0.316339326,0.436231948,0.557632337
0.617088251,0.344412246,0.452777302,0.554148941
0.641353845,0.348965133,0.451351623,0.536836187
0.658161857,0.345246864,0.467701861,0.53483141
0.661856214,0.315391348,0.368007708,0.528967711
0.65587126,0.329779542,0.702900017,0.500922942
0.657339014,0.331559104,0.345973513,0.683643846
0.651754196,0.338197294,0.79909201,0.501680393
0.660106668,0.341221612,0.772318679,0.544205717
0.657546341,0.319484589,0.391379024,0.681128542
0.65251272,0.319267522,0.342278169,0.570134759
0.696051386,0.328915136,0.330801559,0.574990037
0.831487069,0.389954495,0.280691397,0.627795886
0.817556279,0.404203815,0.576970292,0.819435315
0.760775649,0.372508058,0.554529106,0.753230704
0.683041703,0.320589368,0.490111528,0.659260235
0.59320636,0.260596316,0.179435349,0.412672507
0.522635421,0.226429252,0.201106624,0.36957543
0.48394999,0.213439443,0.189362272,0.448024608
0.46555505,0.205624762,0.182118214,0.355836128
0.458777914,0.205947879,0.207951277,0.384108707
0.457525034,0.204738428,0.404882387,0.424551347
0.509570159,0.227599951,0.252768543,0.497389741
0.550323043,0.268475952,0.280920446,0.621336544
0.582273085,0.318255141,0.422009434,0.643012998
0.626472155,0.34090732,0.446848226,0.689272285
0.655815826,0.348507279,0.452841375,0.713287901
0.663394028,0.338081314,0.449641718,0.711412862
0.659114815,0.318778639,0.44374223,0.712854714
0.649775041,0.328982297,0.424181231,0.679488439
0.647527239,0.343151217,0.456875293,0.67205971
0.643806121,0.341208097,0.428036655,0.670725486
0.636185594,0.331452225,0.760490046,0.66606935
0.633087865,0.310533134,0.395229275,0.661251812
0.625161892,0.315186142,0.560148437,0.669679892
0.670322768,0.327228386,0.566440847,0.69392178
0.813247887,0.385398298,0.610047896,0.774255149
0.805594677,0.395197196,0.608136323,0.623727376
0.754466795,0.374487035,0.200462375,0.747167539
0.689082886,0.339212158,0.19365269,0.672975971
0.609854136,0.270923539,0.301811118,0.575063328
0.547860439,0.240521633,0.292924884,0.511507809
0.499071617,0.221614616,0.315621122,0.463784723
0.46851916,0.210596061,0.298796025,0.358006276
0.462219334,0.209540515,0.347858188,0.387839673
0.454963985,0.206841246,0.381578524,0.411981383
0.458666215,0.213206517,0.407502765,0.442224401
0.420623926,0.219804714,0.382896678,0.436605276
0.434353312,0.257519594,0.538431918,0.494664443
0.49404641,0.282470695,0.441377041,0.512372078
0.546555483,0.307107642,0.431266727,0.526563598
0.573139048,0.316163632,0.410987406,0.525358708
0.597616737,0.322098079,0.347858878,0.530348663
0.627782167,0.326502578,0.693338359,0.51517998
0.625760362,0.322837403,0.248140931,0.505441566
0.601650668,0.315490228,0.245517035,0.500001822
0.587026972,0.301771439,0.563994688,0.614675065
0.583346734,0.301046044,0.189706571,0.545860883
0.579673936,0.316766841,0.160420938,0.604256055
0.618088482,0.322832438,0.141222376,0.523853526
0.75762068,0.381449722,0.128532791,0.722693468
0.767644658,0.405253983,0.122258864,0.779220728
0.730193255,0.384752476,0.126519004,0.742843521
0.671804751,0.349453878,0.402866118,0.682945677
0.603548604,0.285755382,0.199031592,0.60624423
0.542402703,0.253795118,0.182482169,0.406461059
0.496229389,0.229657811,0.175807665,0.48847478
0.465067592,0.213844892,0.180919032,0.372208325
0.454724987,0.207769365,0.32334997,0.442628596
0.44469469,0.207310408,0.202903224,0.418780132
0.443846424,0.208803536,0.197823444,0.446601788
0.398680094,0.208610465,0.099435032,0.440322637
0.415058573,0.248312319,0.216008078,0.465387167
0.464654709,0.285520801,0.100418682,0.505685573
0.516184894,0.302504419,0.365752182,0.601524521
0.551562236,0.31196241,0.157691036,0.512679334
0.573578187,0.313259019,0.180946344,0.500555758
0.596774646,0.312611955,0.175701106,0.66873391
0.600351166,0.308429764,0.176054991,0.638943839
0.586108971,0.295224544,0.178227616,0.612870158
0.573130417,0.290595669,0.170104121,0.584989788
0.576097814,0.288971529,0.120994368,0.572471088
0.596099327,0.303272427,0.113732998,0.588846524
0.671104947,0.309153918,0.416063806,0.639983764
0.783394982,0.369139661,0.476516918,0.812635756
0.778250385,0.4050274,0.494021438,0.640292802
0.722844553,0.349848846,0.44099343,0.853674281
0.643120618,0.086847695,0.406134469,0.743281811
0.559038309,0.19596708,0.39420983,0.644344225
0.497821842,0.209623811,0.182130973,0.465024599
0.461023044,0.214480647,0.340339008,0.430113135
0.445202588,0.211876534,0.204399735,0.356431447
0.444015976,0.208313273,0.341860556,0.414204981
0.443019392,0.204948186,0.342570395,0.418117596
0.496525735,0.222620653,0.28009653,0.50864678
0.529954943,0.234338401,0.407566631,0.614398907
0.551178351,0.049835869,0.537164457,0.520965853
0.593686126,0.046910707,0.408434274,0.508898319
0.631677278,0.051778852,0.648866012,0.701119703
0.655941609,0.098477181,0.37427253,0.490803415
0.666976796,0.095186702,0.634634188,0.485572368
0.670064269,0.124459695,0.380268852,0.448333484
0.664901002,0.451873567,0.428808222,0.477733775
0.660587661,0.418029759,0.431538814,0.663955406
0.666704682,0.42092858,0.392610277,0.658584985
0.655183987,0.398130357,0.540388322,0.661557772
0.655812323,0.399504056,0.457498644,0.674716252
0.705343419,0.411355988,0.166268009,0.693070388
0.838339538,0.39943262,0.1366118,0.625971786
0.824437494,0.403782231,0.111247595,0.814734556
0.757168722,0.365534476,0.115854654,0.551387847
0.67095793,0.320121171,0.115771821,0.641797984
0.577179011,0.249917014,0.397971316,0.533311894
0.510259635,0.230327353,0.368053159,0.475417612
0.473680947,0.210224675,0.340610267,0.344337835
0.452388238,0.209795644,0.316441451,0.353144601
0.45137255,0.206232521,0.336427926,0.424353825
0.455982598,0.211220231,0.30533052,0.415147319
0.50433741,0.227957132,0.284550062,0.498547822
0.542539789,0.281809427,0.425987832,0.620587193
0.559937314,0.331972138,0.555068037,0.638525472
0.605370414,0.356067521,0.694083442,0.690578245
0.626117667,0.346808807,0.756195973,0.702122618
0.653226753,0.359384341,0.412870494,0.702679712
0.667723728,0.330827641,0.738582204,0.721161804
0.679401046,0.341432059,0.39913153,0.496604027
0.680281056,0.264863872,0.40400702,0.48827823
0.68762026,0,0.3891575,0.492752231
0.692511196,0.239699841,0.707855443,0.673938798
0.687311057,0.689536372,0.326583215,0.685967865
0.673430212,0.604066238,0.294001919,0.700229519
0.70704674,0.565023307,0.24717942,0.729032548
0.847910257,0.588698486,0.521972087,0.626506043
0.837239056,0.626101556,0.189140741,0.830388337
0.779903906,0.610745387,0.480725192,0.760829906
0.687747776,0.624762195,0.420054824,0.656478491
0.595428486,0.568687517,0.152362619,0.549398863
0.523398134,0.54760197,0.377159546,0.483008796
0.485639443,0.48788956,0.142443421,0.345505149
0.462958104,0.477201018,0.336292055,0.355741538
0.459277361,0.507589823,0.355583588,0.424246925
0.461029905,0.514292279,0.158035748,0.41709735
0.520601843,0.580459738,0.400311469,0.496746398
0.565002354,0.598141996,0.425031149,0.55872312
0.577336754,0.600778655,0.524978559,0.636524016
0.6103867,0.56894306,0.328252359,0.54592235
0.635307896,0.565752425,0.694520298,0.532703942
0.642945216,0.528523809,0.725499972,0.689323386
0.65395664,0.574426548,0.690410927,0.509870864
0.653668455,0.601229751,0.327045797,0.676497106
0.652283654,0.567689202,0.700339298,0.483424977
0.652684223,0.534366134,0.677945218,0.645317175
0.662109586,0.553378651,0.629722903,0.529055985
0.658085441,0.570426947,0.307469625,0.64618274
0.646332249,0.595697443,0.505044708,0.652362118
0.68085468,0.591623372,0.501476407,0.547128618
0.823006648,0.60652141,0.545266985,0.777396952
0.818359512,0.610772969,0.518331712,0.62705188
0.762808433,0.580210814,0.172193567,0.568441126
0.682226336,0.254930375,0.433723508,0.664389565
0.588956327,0.246852841,0.418072557,0.408019286
0.518703076,0.211243952,0.245969548,0.364579158
0.483462857,0.199174263,0.355321364,0.345777582
0.463511469,0.194765904,0.345814676,0.354135125
0.454467246,0.19626303,0.356256115,0.375453059
0.454535645,0.197407251,0.366513542,0.416238102
0.517288264,0.21885715,0.412152723,0.497349896
0.542007732,0.265117346,0.459958804,0.563715586
0.566999529,0.322007198,0.609068798,0.549785727
0.603202314,0.342277985,0.728617555,0.541709362
0.621533043,0.337032112,0.399554661,0.528736743
0.638771706,0.33429878,0.762959034,0.523610976
0.646642896,0.313830922,0.441464082,0.710653468
0.653378249,0.329580127,0.711546511,0.701782401
0.656269735,0.323560039,0.733128676,0.68577334
0.655602324,0.331943729,0.734732367,0.507669375
0.661783374,0.331119316,0.464654352,0.680183693
0.660701924,0.304384516,0.610735596,0.675480748
0.647867607,0.30186301,0.515723059,0.704601479
0.684605302,0.311832363,0.508003797,0.724245135
0.826038651,0.365883934,0.553449725,0.812579147
0.82016359,0.39361236,0.536727325,0.835377725
0.775276055,0.366010258,0.515014461,0.768409995
0.697898078,0.321996717,0.213185549,0.489866502
0.607567476,0.247554654,0.249611578,0.559260373
0.534348166,0.219244947,0.265004099,0.374219095
0.497174511,0.198349299,0.411692417,0.45433016
0.473526021,0.195901712,0.264883953,0.358390305
0.466885935,0.191267597,0.262600632,0.38831562
0.466211121,0.194753216,0.312135032,0.44096768
0.497877385,0.21009118,0.328985648,0.50254369
0.497111963,0.244451729,0.345615352,0.560372131
0.546546961,0.298097714,0.44072155,0.556908981
0.601562118,0.317816457,0.452914069,0.546960736
0.633790522,0.328543613,0.46479912,0.7143931
